link_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,from_biway,is_link,vdf_toll,allowed_uses,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes
1,36,274,1,494.46,1,90,99999,connector,0,"LINESTRING (-111.8924588833519 33.403354232275376, -111.8962532 33.4002322)",1,0,0,,0.15,4,1,0.31,55.0,55.0,0.33,,,,
2,274,36,1,494.46,1,90,99999,connector,0,"LINESTRING (-111.8962532 33.4002322, -111.8924588833519 33.403354232275376)",1,0,0,,0.15,4,1,0.31,55.0,55.0,0.33,,,,
3,166,290,1,1403.91,1,90,99999,connector,0,"LINESTRING (-111.9598415353645 33.441876195169336, -111.9738299 33.4371135)",1,0,0,,0.15,4,1,0.87,55.0,55.0,0.94,,,,
4,290,166,1,1403.91,1,90,99999,connector,0,"LINESTRING (-111.9738299 33.4371135, -111.9598415353645 33.441876195169336)",1,0,0,,0.15,4,1,0.87,55.0,55.0,0.94,,,,
5,241,296,1,916.76,1,90,99999,connector,0,"LINESTRING (-111.96258038138734 33.352487205280845, -111.9722249 33.3508115)",1,0,0,,0.15,4,1,0.57,55.0,55.0,0.61,,,,
6,296,241,1,916.76,1,90,99999,connector,0,"LINESTRING (-111.9722249 33.3508115, -111.96258038138734 33.352487205280845)",1,0,0,,0.15,4,1,0.57,55.0,55.0,0.61,,,,
7,238,303,1,659.05,1,90,99999,connector,0,"LINESTRING (-111.96103491827597 33.37421361881089, -111.9677991 33.3759744)",1,0,0,,0.15,4,1,0.41,55.0,55.0,0.44,,,,
8,303,238,1,659.05,1,90,99999,connector,0,"LINESTRING (-111.9677991 33.3759744, -111.96103491827597 33.37421361881089)",1,0,0,,0.15,4,1,0.41,55.0,55.0,0.44,,,,
9,40,310,1,372.34,1,90,99999,connector,0,"LINESTRING (-111.88209653480475 33.38710114847131, -111.8785744 33.3855075)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
10,310,40,1,372.34,1,90,99999,connector,0,"LINESTRING (-111.8785744 33.3855075, -111.88209653480475 33.38710114847131)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
11,239,338,1,281.87,1,90,99999,connector,0,"LINESTRING (-111.96997370773478 33.33556986161341, -111.9726789 33.3344285)",1,0,0,,0.15,4,1,0.18,55.0,55.0,0.19,,,,
12,338,239,1,281.87,1,90,99999,connector,0,"LINESTRING (-111.9726789 33.3344285, -111.96997370773478 33.33556986161341)",1,0,0,,0.15,4,1,0.18,55.0,55.0,0.19,,,,
13,43,383,1,150.45,1,90,99999,connector,0,"LINESTRING (-111.92185645510564 33.35208880235768, -111.920726 33.3530584)",1,0,0,,0.15,4,1,0.09,55.0,55.0,0.1,,,,
14,383,43,1,150.45,1,90,99999,connector,0,"LINESTRING (-111.920726 33.3530584, -111.92185645510564 33.35208880235768)",1,0,0,,0.15,4,1,0.09,55.0,55.0,0.1,,,,
15,188,394,1,936.09,1,90,99999,connector,0,"LINESTRING (-111.95211056109089 33.457013573822636, -111.9519201 33.4485752)",1,0,0,,0.15,4,1,0.58,55.0,55.0,0.62,,,,
16,394,188,1,936.09,1,90,99999,connector,0,"LINESTRING (-111.9519201 33.4485752, -111.95211056109089 33.457013573822636)",1,0,0,,0.15,4,1,0.58,55.0,55.0,0.62,,,,
17,142,400,1,626.19,1,90,99999,connector,0,"LINESTRING (-111.97037986296499 33.40184436874588, -111.9682526 33.3964879)",1,0,0,,0.15,4,1,0.39,55.0,55.0,0.42,,,,
18,400,142,1,626.19,1,90,99999,connector,0,"LINESTRING (-111.9682526 33.3964879, -111.97037986296499 33.40184436874588)",1,0,0,,0.15,4,1,0.39,55.0,55.0,0.42,,,,
19,142,408,1,1186.86,1,90,99999,connector,0,"LINESTRING (-111.97037986296499 33.40184436874588, -111.9784773 33.410114)",1,0,0,,0.15,4,1,0.74,55.0,55.0,0.79,,,,
20,408,142,1,1186.86,1,90,99999,connector,0,"LINESTRING (-111.9784773 33.410114, -111.97037986296499 33.40184436874588)",1,0,0,,0.15,4,1,0.74,55.0,55.0,0.79,,,,
21,103,426,1,418.78,1,90,99999,connector,0,"LINESTRING (-111.88113954590531 33.420102984495955, -111.8831837 33.4167388)",1,0,0,,0.15,4,1,0.26,55.0,55.0,0.28,,,,
22,426,103,1,418.78,1,90,99999,connector,0,"LINESTRING (-111.8831837 33.4167388, -111.88113954590531 33.420102984495955)",1,0,0,,0.15,4,1,0.26,55.0,55.0,0.28,,,,
23,163,457,1,944.91,1,90,99999,connector,0,"LINESTRING (-111.90118120234806 33.38473032392483, -111.8924599 33.3803658)",1,0,0,,0.15,4,1,0.59,55.0,55.0,0.63,,,,
24,457,163,1,944.91,1,90,99999,connector,0,"LINESTRING (-111.8924599 33.3803658, -111.90118120234806 33.38473032392483)",1,0,0,,0.15,4,1,0.59,55.0,55.0,0.63,,,,
25,224,481,1,732.1,1,90,99999,connector,0,"LINESTRING (-111.89860937289347 33.42870682143497, -111.8962086 33.4349931)",1,0,0,,0.15,4,1,0.46,55.0,55.0,0.49,,,,
26,481,224,1,732.1,1,90,99999,connector,0,"LINESTRING (-111.8962086 33.4349931, -111.89860937289347 33.42870682143497)",1,0,0,,0.15,4,1,0.46,55.0,55.0,0.49,,,,
27,100,482,1,497.78,1,90,99999,connector,0,"LINESTRING (-111.88799392457922 33.428724271990404, -111.8889757 33.4331362)",1,0,0,,0.15,4,1,0.31,55.0,55.0,0.33,,,,
28,482,100,1,497.78,1,90,99999,connector,0,"LINESTRING (-111.8889757 33.4331362, -111.88799392457922 33.428724271990404)",1,0,0,,0.15,4,1,0.31,55.0,55.0,0.33,,,,
29,99,499,1,428.6,1,90,99999,connector,0,"LINESTRING (-111.92124235936926 33.434938395131745, -111.9254503 33.4365151)",1,0,0,,0.15,4,1,0.27,55.0,55.0,0.29,,,,
30,499,99,1,428.6,1,90,99999,connector,0,"LINESTRING (-111.9254503 33.4365151, -111.92124235936926 33.434938395131745)",1,0,0,,0.15,4,1,0.27,55.0,55.0,0.29,,,,
31,40,548,1,387.47,1,90,99999,connector,0,"LINESTRING (-111.88209653480475 33.38710114847131, -111.8781205 33.3860623)",1,0,0,,0.15,4,1,0.24,55.0,55.0,0.26,,,,
32,548,40,1,387.47,1,90,99999,connector,0,"LINESTRING (-111.8781205 33.3860623, -111.88209653480475 33.38710114847131)",1,0,0,,0.15,4,1,0.24,55.0,55.0,0.26,,,,
33,40,574,1,230.69,1,90,99999,connector,0,"LINESTRING (-111.88209653480475 33.38710114847131, -111.8803283 33.3856431)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.15,,,,
34,574,40,1,230.69,1,90,99999,connector,0,"LINESTRING (-111.8803283 33.3856431, -111.88209653480475 33.38710114847131)",1,0,0,,0.15,4,1,0.14,55.0,55.0,0.15,,,,
35,23,584,1,766.5,1,90,99999,connector,0,"LINESTRING (-111.90018894545575 33.374214904417684, -111.8937892 33.3698643)",1,0,0,,0.15,4,1,0.48,55.0,55.0,0.51,,,,
36,584,23,1,766.5,1,90,99999,connector,0,"LINESTRING (-111.8937892 33.3698643, -111.90018894545575 33.374214904417684)",1,0,0,,0.15,4,1,0.48,55.0,55.0,0.51,,,,
37,215,588,1,816.7,1,90,99999,connector,0,"LINESTRING (-111.90305645047154 33.363477485284925, -111.8942832 33.3636365)",1,0,0,,0.15,4,1,0.51,55.0,55.0,0.54,,,,
38,588,215,1,816.7,1,90,99999,connector,0,"LINESTRING (-111.8942832 33.3636365, -111.90305645047154 33.363477485284925)",1,0,0,,0.15,4,1,0.51,55.0,55.0,0.54,,,,
39,106,598,1,662.01,1,90,99999,connector,0,"LINESTRING (-111.8983451496932 33.33060104853472, -111.8932961 33.3348039)",1,0,0,,0.15,4,1,0.41,55.0,55.0,0.44,,,,
40,598,106,1,662.01,1,90,99999,connector,0,"LINESTRING (-111.8932961 33.3348039, -111.8983451496932 33.33060104853472)",1,0,0,,0.15,4,1,0.41,55.0,55.0,0.44,,,,
41,106,599,1,537.88,1,90,99999,connector,0,"LINESTRING (-111.8983451496932 33.33060104853472, -111.8934168 33.3331318)",1,0,0,,0.15,4,1,0.33,55.0,55.0,0.36,,,,
42,599,106,1,537.88,1,90,99999,connector,0,"LINESTRING (-111.8934168 33.3331318, -111.8983451496932 33.33060104853472)",1,0,0,,0.15,4,1,0.33,55.0,55.0,0.36,,,,
43,224,611,1,833.31,1,90,99999,connector,0,"LINESTRING (-111.89860937289347 33.42870682143497, -111.8939906 33.4351451)",1,0,0,,0.15,4,1,0.52,55.0,55.0,0.56,,,,
44,611,224,1,833.31,1,90,99999,connector,0,"LINESTRING (-111.8939906 33.4351451, -111.89860937289347 33.42870682143497)",1,0,0,,0.15,4,1,0.52,55.0,55.0,0.56,,,,
45,100,612,1,391.14,1,90,99999,connector,0,"LINESTRING (-111.88799392457922 33.428724271990404, -111.8916869 33.430412)",1,0,0,,0.15,4,1,0.24,55.0,55.0,0.26,,,,
46,612,100,1,391.14,1,90,99999,connector,0,"LINESTRING (-111.8916869 33.430412, -111.88799392457922 33.428724271990404)",1,0,0,,0.15,4,1,0.24,55.0,55.0,0.26,,,,
47,100,615,1,290.85,1,90,99999,connector,0,"LINESTRING (-111.88799392457922 33.428724271990404, -111.8909342 33.4296178)",1,0,0,,0.15,4,1,0.18,55.0,55.0,0.19,,,,
48,615,100,1,290.85,1,90,99999,connector,0,"LINESTRING (-111.8909342 33.4296178, -111.88799392457922 33.428724271990404)",1,0,0,,0.15,4,1,0.18,55.0,55.0,0.19,,,,
49,100,618,1,314.67,1,90,99999,connector,0,"LINESTRING (-111.88799392457922 33.428724271990404, -111.8912043 33.4296205)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
50,618,100,1,314.67,1,90,99999,connector,0,"LINESTRING (-111.8912043 33.4296205, -111.88799392457922 33.428724271990404)",1,0,0,,0.15,4,1,0.2,55.0,55.0,0.21,,,,
51,100,625,1,659.64,1,90,99999,connector,0,"LINESTRING (-111.88799392457922 33.428724271990404, -111.8928606 33.433051)",1,0,0,,0.15,4,1,0.41,55.0,55.0,0.44,,,,
52,625,100,1,659.64,1,90,99999,connector,0,"LINESTRING (-111.8928606 33.433051, -111.88799392457922 33.428724271990404)",1,0,0,,0.15,4,1,0.41,55.0,55.0,0.44,,,,
53,166,632,1,1923.29,1,90,99999,connector,0,"LINESTRING (-111.9598415353645 33.441876195169336, -111.97869 33.4347363)",1,0,0,,0.15,4,1,1.2,55.0,55.0,1.28,,,,
54,632,166,1,1923.29,1,90,99999,connector,0,"LINESTRING (-111.97869 33.4347363, -111.9598415353645 33.441876195169336)",1,0,0,,0.15,4,1,1.2,55.0,55.0,1.28,,,,
55,166,636,1,678.0,1,90,99999,connector,0,"LINESTRING (-111.9598415353645 33.441876195169336, -111.9664624 33.4393155)",1,0,0,,0.15,4,1,0.42,55.0,55.0,0.45,,,,
56,636,166,1,678.0,1,90,99999,connector,0,"LINESTRING (-111.9664624 33.4393155, -111.9598415353645 33.441876195169336)",1,0,0,,0.15,4,1,0.42,55.0,55.0,0.45,,,,
57,262,691,1,660.8,1,90,99999,connector,0,"LINESTRING (-111.9729118205665 33.380631691874186, -111.9681498 33.3762119)",1,0,0,,0.15,4,1,0.41,55.0,55.0,0.44,,,,
58,691,262,1,660.8,1,90,99999,connector,0,"LINESTRING (-111.9681498 33.3762119, -111.9729118205665 33.380631691874186)",1,0,0,,0.15,4,1,0.41,55.0,55.0,0.44,,,,
59,142,742,1,1319.26,1,90,99999,connector,0,"LINESTRING (-111.97037986296499 33.40184436874588, -111.9786272 33.411521)",1,0,0,,0.15,4,1,0.82,55.0,55.0,0.88,,,,
60,742,142,1,1319.26,1,90,99999,connector,0,"LINESTRING (-111.9786272 33.411521, -111.97037986296499 33.40184436874588)",1,0,0,,0.15,4,1,0.82,55.0,55.0,0.88,,,,
61,187,747,1,436.25,1,90,99999,connector,0,"LINESTRING (-111.9020191335295 33.37114404099897, -111.9002132 33.3675143)",1,0,0,,0.15,4,1,0.27,55.0,55.0,0.29,,,,
62,747,187,1,436.25,1,90,99999,connector,0,"LINESTRING (-111.9002132 33.3675143, -111.9020191335295 33.37114404099897)",1,0,0,,0.15,4,1,0.27,55.0,55.0,0.29,,,,
63,119,749,1,106.1,1,90,99999,connector,0,"LINESTRING (-111.91880699369756 33.35761508335113, -111.9198248 33.3571842)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.07,,,,
64,749,119,1,106.1,1,90,99999,connector,0,"LINESTRING (-111.9198248 33.3571842, -111.91880699369756 33.35761508335113)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.07,,,,
65,163,752,1,911.09,1,90,99999,connector,0,"LINESTRING (-111.90118120234806 33.38473032392483, -111.8928035 33.3804781)",1,0,0,,0.15,4,1,0.57,55.0,55.0,0.61,,,,
66,752,163,1,911.09,1,90,99999,connector,0,"LINESTRING (-111.8928035 33.3804781, -111.90118120234806 33.38473032392483)",1,0,0,,0.15,4,1,0.57,55.0,55.0,0.61,,,,
67,65,782,1,211.43,1,90,99999,connector,0,"LINESTRING (-111.88657097163309 33.41370168660899, -111.8847826 33.4148783)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.14,,,,
68,782,65,1,211.43,1,90,99999,connector,0,"LINESTRING (-111.8847826 33.4148783, -111.88657097163309 33.41370168660899)",1,0,0,,0.15,4,1,0.13,55.0,55.0,0.14,,,,
69,166,809,1,526.42,1,90,99999,connector,0,"LINESTRING (-111.9598415353645 33.441876195169336, -111.964671 33.4393996)",1,0,0,,0.15,4,1,0.33,55.0,55.0,0.35,,,,
70,809,166,1,526.42,1,90,99999,connector,0,"LINESTRING (-111.964671 33.4393996, -111.9598415353645 33.441876195169336)",1,0,0,,0.15,4,1,0.33,55.0,55.0,0.35,,,,
71,85,818,1,1110.38,1,90,99999,connector,0,"LINESTRING (-111.9318023112267 33.32465618350528, -111.9203207 33.3273629)",1,0,0,,0.15,4,1,0.69,55.0,55.0,0.74,,,,
72,818,85,1,1110.38,1,90,99999,connector,0,"LINESTRING (-111.9203207 33.3273629, -111.9318023112267 33.32465618350528)",1,0,0,,0.15,4,1,0.69,55.0,55.0,0.74,,,,
73,142,854,1,1489.26,1,90,99999,connector,0,"LINESTRING (-111.97037986296499 33.40184436874588, -111.9819475 33.4111272)",1,0,0,,0.15,4,1,0.93,55.0,55.0,0.99,,,,
74,854,142,1,1489.26,1,90,99999,connector,0,"LINESTRING (-111.9819475 33.4111272, -111.97037986296499 33.40184436874588)",1,0,0,,0.15,4,1,0.93,55.0,55.0,0.99,,,,
75,40,855,1,168.73,1,90,99999,connector,0,"LINESTRING (-111.88209653480475 33.38710114847131, -111.8806616 33.3861709)",1,0,0,,0.15,4,1,0.1,55.0,55.0,0.11,,,,
76,855,40,1,168.73,1,90,99999,connector,0,"LINESTRING (-111.8806616 33.3861709, -111.88209653480475 33.38710114847131)",1,0,0,,0.15,4,1,0.1,55.0,55.0,0.11,,,,
77,142,857,1,1614.74,1,90,99999,connector,0,"LINESTRING (-111.97037986296499 33.40184436874588, -111.9840523 33.4108145)",1,0,0,,0.15,4,1,1.0,55.0,55.0,1.08,,,,
78,857,142,1,1614.74,1,90,99999,connector,0,"LINESTRING (-111.9840523 33.4108145, -111.97037986296499 33.40184436874588)",1,0,0,,0.15,4,1,1.0,55.0,55.0,1.08,,,,
79,224,867,1,798.81,1,90,99999,connector,0,"LINESTRING (-111.89860937289347 33.42870682143497, -111.8982934 33.4359041)",1,0,0,,0.15,4,1,0.5,55.0,55.0,0.53,,,,
80,867,224,1,798.81,1,90,99999,connector,0,"LINESTRING (-111.8982934 33.4359041, -111.89860937289347 33.42870682143497)",1,0,0,,0.15,4,1,0.5,55.0,55.0,0.53,,,,
81,166,869,1,637.07,1,90,99999,connector,0,"LINESTRING (-111.9598415353645 33.441876195169336, -111.966005 33.4393679)",1,0,0,,0.15,4,1,0.4,55.0,55.0,0.42,,,,
82,869,166,1,637.07,1,90,99999,connector,0,"LINESTRING (-111.966005 33.4393679, -111.9598415353645 33.441876195169336)",1,0,0,,0.15,4,1,0.4,55.0,55.0,0.42,,,,
83,34,932,1,114.12,1,90,99999,connector,0,"LINESTRING (-111.88264765802128 33.42835764540198, -111.882872 33.4293692)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.08,,,,
84,932,34,1,114.12,1,90,99999,connector,0,"LINESTRING (-111.882872 33.4293692, -111.88264765802128 33.42835764540198)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.08,,,,
85,262,934,1,371.4,1,90,99999,connector,0,"LINESTRING (-111.9729118205665 33.380631691874186, -111.9719353 33.3773848)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
86,934,262,1,371.4,1,90,99999,connector,0,"LINESTRING (-111.9719353 33.3773848, -111.9729118205665 33.380631691874186)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
87,93,976,1,1885.24,1,90,99999,connector,0,"LINESTRING (-111.95903549100024 33.41689931157362, -111.978435 33.4218257)",1,0,0,,0.15,4,1,1.17,55.0,55.0,1.26,,,,
88,976,93,1,1885.24,1,90,99999,connector,0,"LINESTRING (-111.978435 33.4218257, -111.95903549100024 33.41689931157362)",1,0,0,,0.15,4,1,1.17,55.0,55.0,1.26,,,,
89,106,980,1,1259.41,1,90,99999,connector,0,"LINESTRING (-111.8983451496932 33.33060104853472, -111.893464 33.3411913)",1,0,0,,0.15,4,1,0.78,55.0,55.0,0.84,,,,
90,980,106,1,1259.41,1,90,99999,connector,0,"LINESTRING (-111.893464 33.3411913, -111.8983451496932 33.33060104853472)",1,0,0,,0.15,4,1,0.78,55.0,55.0,0.84,,,,
91,239,989,1,290.11,1,90,99999,connector,0,"LINESTRING (-111.96997370773478 33.33556986161341, -111.97269 33.3342879)",1,0,0,,0.15,4,1,0.18,55.0,55.0,0.19,,,,
92,989,239,1,290.11,1,90,99999,connector,0,"LINESTRING (-111.97269 33.3342879, -111.96997370773478 33.33556986161341)",1,0,0,,0.15,4,1,0.18,55.0,55.0,0.19,,,,
93,262,1036,1,369.92,1,90,99999,connector,0,"LINESTRING (-111.9729118205665 33.380631691874186, -111.9720685 33.3773723)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
94,1036,262,1,369.92,1,90,99999,connector,0,"LINESTRING (-111.9720685 33.3773723, -111.9729118205665 33.380631691874186)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
95,206,1049,1,399.4,1,90,99999,connector,0,"LINESTRING (-111.88167602612685 33.42165197156249, -111.8774191 33.4221262)",1,0,0,,0.15,4,1,0.25,55.0,55.0,0.27,,,,
96,1049,206,1,399.4,1,90,99999,connector,0,"LINESTRING (-111.8774191 33.4221262, -111.88167602612685 33.42165197156249)",1,0,0,,0.15,4,1,0.25,55.0,55.0,0.27,,,,
97,166,1121,1,929.72,1,90,99999,connector,0,"LINESTRING (-111.9598415353645 33.441876195169336, -111.9610217 33.4502001)",1,0,0,,0.15,4,1,0.58,55.0,55.0,0.62,,,,
98,1121,166,1,929.72,1,90,99999,connector,0,"LINESTRING (-111.9610217 33.4502001, -111.9598415353645 33.441876195169336)",1,0,0,,0.15,4,1,0.58,55.0,55.0,0.62,,,,
99,100,1135,1,397.22,1,90,99999,connector,0,"LINESTRING (-111.88799392457922 33.428724271990404, -111.8891783 33.4321652)",1,0,0,,0.15,4,1,0.25,55.0,55.0,0.26,,,,
100,1135,100,1,397.22,1,90,99999,connector,0,"LINESTRING (-111.8891783 33.4321652, -111.88799392457922 33.428724271990404)",1,0,0,,0.15,4,1,0.25,55.0,55.0,0.26,,,,
101,23,1236,1,782.08,1,90,99999,connector,0,"LINESTRING (-111.90018894545575 33.374214904417684, -111.8933625 33.3783282)",1,0,0,,0.15,4,1,0.49,55.0,55.0,0.52,,,,
102,1236,23,1,782.08,1,90,99999,connector,0,"LINESTRING (-111.8933625 33.3783282, -111.90018894545575 33.374214904417684)",1,0,0,,0.15,4,1,0.49,55.0,55.0,0.52,,,,
103,224,1243,1,797.96,1,90,99999,connector,0,"LINESTRING (-111.89860937289347 33.42870682143497, -111.8999723 33.43581)",1,0,0,,0.15,4,1,0.5,55.0,55.0,0.53,,,,
104,1243,224,1,797.96,1,90,99999,connector,0,"LINESTRING (-111.8999723 33.43581, -111.89860937289347 33.42870682143497)",1,0,0,,0.15,4,1,0.5,55.0,55.0,0.53,,,,
105,143,1252,1,2405.62,1,90,99999,connector,0,"LINESTRING (-112.00298802823448 33.42635370060036, -111.9786643 33.4337347)",1,0,0,,0.15,4,1,1.5,55.0,55.0,1.6,,,,
106,1252,143,1,2405.62,1,90,99999,connector,0,"LINESTRING (-111.9786643 33.4337347, -112.00298802823448 33.42635370060036)",1,0,0,,0.15,4,1,1.5,55.0,55.0,1.6,,,,
107,60,1262,1,152.0,1,90,99999,connector,0,"LINESTRING (-111.94398585901912 33.325712583332205, -111.9455976 33.3254949)",1,0,0,,0.15,4,1,0.09,55.0,55.0,0.1,,,,
108,1262,60,1,152.0,1,90,99999,connector,0,"LINESTRING (-111.9455976 33.3254949, -111.94398585901912 33.325712583332205)",1,0,0,,0.15,4,1,0.09,55.0,55.0,0.1,,,,
109,60,1263,1,153.19,1,90,99999,connector,0,"LINESTRING (-111.94398585901912 33.325712583332205, -111.9455975 33.3254348)",1,0,0,,0.15,4,1,0.1,55.0,55.0,0.1,,,,
110,1263,60,1,153.19,1,90,99999,connector,0,"LINESTRING (-111.9455975 33.3254348, -111.94398585901912 33.325712583332205)",1,0,0,,0.15,4,1,0.1,55.0,55.0,0.1,,,,
111,175,1284,1,1328.92,1,90,99999,connector,0,"LINESTRING (-111.90730651104666 33.34693123979036, -111.8932991 33.3492467)",1,0,0,,0.15,4,1,0.83,55.0,55.0,0.89,,,,
112,1284,175,1,1328.92,1,90,99999,connector,0,"LINESTRING (-111.8932991 33.3492467, -111.90730651104666 33.34693123979036)",1,0,0,,0.15,4,1,0.83,55.0,55.0,0.89,,,,
113,144,1307,1,512.97,1,90,99999,connector,0,"LINESTRING (-111.9333894348822 33.321680419518245, -111.92823 33.320059)",1,0,0,,0.15,4,1,0.32,55.0,55.0,0.34,,,,
114,1307,144,1,512.97,1,90,99999,connector,0,"LINESTRING (-111.92823 33.320059, -111.9333894348822 33.321680419518245)",1,0,0,,0.15,4,1,0.32,55.0,55.0,0.34,,,,
115,114,1352,1,174.02,1,90,99999,connector,0,"LINESTRING (-111.93583486448784 33.38456420883659, -111.9350752 33.385998)",1,0,0,,0.15,4,1,0.11,55.0,55.0,0.12,,,,
116,1352,114,1,174.02,1,90,99999,connector,0,"LINESTRING (-111.9350752 33.385998, -111.93583486448784 33.38456420883659)",1,0,0,,0.15,4,1,0.11,55.0,55.0,0.12,,,,
117,269,1395,1,479.57,1,90,99999,connector,0,"LINESTRING (-111.88869560485087 33.41190770897719, -111.8885089 33.4075867)",1,0,0,,0.15,4,1,0.3,55.0,55.0,0.32,,,,
118,1395,269,1,479.57,1,90,99999,connector,0,"LINESTRING (-111.8885089 33.4075867, -111.88869560485087 33.41190770897719)",1,0,0,,0.15,4,1,0.3,55.0,55.0,0.32,,,,
119,155,1499,1,112.4,1,90,99999,connector,0,"LINESTRING (-111.93601313939841 33.416603526506606, -111.9349556 33.4161131)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.07,,,,
120,1499,155,1,112.4,1,90,99999,connector,0,"LINESTRING (-111.9349556 33.4161131, -111.93601313939841 33.416603526506606)",1,0,0,,0.15,4,1,0.07,55.0,55.0,0.07,,,,
121,215,1516,1,843.24,1,90,99999,connector,0,"LINESTRING (-111.90305645047154 33.363477485284925, -111.894004 33.3637981)",1,0,0,,0.15,4,1,0.52,55.0,55.0,0.56,,,,
122,1516,215,1,843.24,1,90,99999,connector,0,"LINESTRING (-111.894004 33.3637981, -111.90305645047154 33.363477485284925)",1,0,0,,0.15,4,1,0.52,55.0,55.0,0.56,,,,
123,12,1556,1,536.66,1,90,99999,connector,0,"LINESTRING (-111.95750779698149 33.321357152382014, -111.963016 33.3199329)",1,0,0,,0.15,4,1,0.33,55.0,55.0,0.36,,,,
124,1556,12,1,536.66,1,90,99999,connector,0,"LINESTRING (-111.963016 33.3199329, -111.95750779698149 33.321357152382014)",1,0,0,,0.15,4,1,0.33,55.0,55.0,0.36,,,,
125,12,1558,1,549.39,1,90,99999,connector,0,"LINESTRING (-111.95750779698149 33.321357152382014, -111.963158 33.3199306)",1,0,0,,0.15,4,1,0.34,55.0,55.0,0.37,,,,
126,1558,12,1,549.39,1,90,99999,connector,0,"LINESTRING (-111.963158 33.3199306, -111.95750779698149 33.321357152382014)",1,0,0,,0.15,4,1,0.34,55.0,55.0,0.37,,,,
127,166,1561,1,546.56,1,90,99999,connector,0,"LINESTRING (-111.9598415353645 33.441876195169336, -111.961825 33.4372374)",1,0,0,,0.15,4,1,0.34,55.0,55.0,0.36,,,,
128,1561,166,1,546.56,1,90,99999,connector,0,"LINESTRING (-111.961825 33.4372374, -111.9598415353645 33.441876195169336)",1,0,0,,0.15,4,1,0.34,55.0,55.0,0.36,,,,
129,166,1569,1,436.03,1,90,99999,connector,0,"LINESTRING (-111.9598415353645 33.441876195169336, -111.9620771 33.445332)",1,0,0,,0.15,4,1,0.27,55.0,55.0,0.29,,,,
130,1569,166,1,436.03,1,90,99999,connector,0,"LINESTRING (-111.9620771 33.445332, -111.9598415353645 33.441876195169336)",1,0,0,,0.15,4,1,0.27,55.0,55.0,0.29,,,,
131,166,1570,1,567.8,1,90,99999,connector,0,"LINESTRING (-111.9598415353645 33.441876195169336, -111.9638472 33.4457402)",1,0,0,,0.15,4,1,0.35,55.0,55.0,0.38,,,,
132,1570,166,1,567.8,1,90,99999,connector,0,"LINESTRING (-111.9638472 33.4457402, -111.9598415353645 33.441876195169336)",1,0,0,,0.15,4,1,0.35,55.0,55.0,0.38,,,,
133,1,1800,1,377.82,1,90,99999,connector,0,"LINESTRING (-111.90811066125076 33.329337723452134, -111.9111722 33.3271018)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
134,1800,1,1,377.82,1,90,99999,connector,0,"LINESTRING (-111.9111722 33.3271018, -111.90811066125076 33.329337723452134)",1,0,0,,0.15,4,1,0.23,55.0,55.0,0.25,,,,
135,106,1814,1,679.07,1,90,99999,connector,0,"LINESTRING (-111.8983451496932 33.33060104853472, -111.8933018 33.3350242)",1,0,0,,0.15,4,1,0.42,55.0,55.0,0.45,,,,
136,1814,106,1,679.07,1,90,99999,connector,0,"LINESTRING (-111.8933018 33.3350242, -111.8983451496932 33.33060104853472)",1,0,0,,0.15,4,1,0.42,55.0,55.0,0.45,,,,
137,241,1848,1,985.49,1,90,99999,connector,0,"LINESTRING (-111.96258038138734 33.352487205280845, -111.9724082 33.3491824)",1,0,0,,0.15,4,1,0.61,55.0,55.0,0.66,,,,
138,1848,241,1,985.49,1,90,99999,connector,0,"LINESTRING (-111.9724082 33.3491824, -111.96258038138734 33.352487205280845)",1,0,0,,0.15,4,1,0.61,55.0,55.0,0.66,,,,
139,241,1853,1,994.65,1,90,99999,connector,0,"LINESTRING (-111.96258038138734 33.352487205280845, -111.9724062 33.3489625)",1,0,0,,0.15,4,1,0.62,55.0,55.0,0.66,,,,
140,1853,241,1,994.65,1,90,99999,connector,0,"LINESTRING (-111.9724062 33.3489625, -111.96258038138734 33.352487205280845)",1,0,0,,0.15,4,1,0.62,55.0,55.0,0.66,,,,
